date,ticker,headline,positive,neutral,negative
2024-10-07 12:05:41,AAPL,"Google Starts Rolling Out AI-Powered Security Features To Combat Android Phone Theft - Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",0.128,0.745,0.128
2024-10-07 11:30:00,AAPL,Should You Follow Warren Buffett and Sell Apple Stock?,0.0,1.0,0.0
2024-10-07 10:20:06,AAPL,Should You Invest in the Fidelity MSCI Information Technology Index ETF  ( FTEC ) ?,0.0,1.0,0.0
2024-10-07 10:20:06,AAPL,Should Schwab Fundamental U.S. Large Company ETF  ( FNDX )  Be on Your Investing Radar?,0.0,1.0,0.0
2024-10-07 09:20:00,AAPL,"Zacks Investment Ideas feature highlights: Taiwan, Netflix, Nvidia, Apple and Amazon",0.145,0.855,0.0
2024-10-07 02:08:09,AAPL,"Unreleased M4 MacBook Pro Shown Off By Russian YouTuber: 'We've Seen Prototypes Leak Early But Never A Full Retail Apple Device Weeks In Advance,' Says Expert - Apple  ( NASDAQ:AAPL ) ",0.0,0.939,0.061
2024-10-06 12:00:20,AAPL,"Consumer Tech News  ( Sept 30-Oct 4 ) : Latest Windows 11 Update Causing Trouble, Apple Accused Of Compelling Employees To Sign Illegal Agreements & More - Apple  ( NASDAQ:AAPL ) , Accenture  ( NYSE:ACN ) ",0.123,0.615,0.262
2024-10-06 11:00:19,AAPL,"New Display Tech For iPhone 17 Air, Apple's Legal Woes, And Lifesaving Features: This Week In Appleverse - Apple  ( NASDAQ:AAPL ) ",0.07,0.794,0.136
2024-10-06 10:00:00,AAPL,"Prediction: These 2 Stocks Will Join Nvidia, Meta, Apple, Amazon, and Microsoft in the Trillion-Dollar Club by 2030",0.206,0.794,0.0
2024-10-06 09:50:00,AAPL,"The S&P 500 Just Hit a New High: 2 Stocks to Buy Now, According to These Wall Street Analysts",0.0,1.0,0.0
2024-10-06 08:51:00,AAPL,The Subtle Reason Stocks Can Plunge if Kamala Harris Raises the Corporate Tax Rate by 33%,0.0,1.0,0.0
2024-10-05 22:00:34,AAPL,"Legendary Apple Co-Founder Steve Jobs Once Said, 'Being The Richest Man In The Cemetery Doesn't Matter To Me:' Maybe That's Why His Impact Transcends Financial Success For iPhone-Maker And Beyond",0.202,0.768,0.031
2024-10-05 20:00:00,AAPL,"Is Apple a Buy, Sell, or Hold in 2025?",0.0,1.0,0.0
2024-10-05 13:30:56,AAPL,"Nvidia, Apple, Amazon, Spirit Airlines - And Dogecoin Drops But Whale Activity Remains High: Bulls And Bears",0.162,0.838,0.0
2024-10-05 10:45:00,AAPL,Should You Forget Apple and Buy These 3 Tech Stocks Instead?,0.0,0.826,0.174
2024-10-05 07:47:12,AAPL,Apple Might Have Just Found The Technology To Power Its Thin iPhone 17 Air Display - Apple  ( NASDAQ:AAPL ) ,0.0,1.0,0.0
2024-10-05 07:18:00,AAPL,3 Soaring Stocks I'd Buy Now With No Hesitation,0.0,0.583,0.417
2024-10-04 21:13:00,AAPL,3 Reasons to Buy Nvidia Stock Before October 7,0.0,1.0,0.0
2024-10-04 17:36:20,AAPL,"Charlie Munger Said He'd 'Go Crazy' Taking Elon Musk's Risks, But Admitted Missing Out On Tesla, Amazon, And 'Extreme Talents' Like Musk, Bezos - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",0.295,0.541,0.164
2024-10-04 16:05:54,AAPL,"AI Stocks Ripping, Barn Burner Jobs Report - Could Powell Be Wrong? - Apple  ( NASDAQ:AAPL ) ",0.0,0.795,0.205
2024-10-04 15:17:00,AAPL,Can Garmin's Launch of Lily 2 Smartwatch Push the Stock Higher?,0.0,1.0,0.0
2024-10-04 14:52:54,AAPL,"Market Clubhouse Morning Memo - October 4th, 2024  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA )  - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) ",0.125,0.875,0.0
2024-10-04 14:47:10,AAPL,This Is What Whales Are Betting On Apple - Apple  ( NASDAQ:AAPL ) ,0.0,1.0,0.0
2024-10-04 13:06:30,AAPL,Apple Set To Open 4 New Retail Stores In India As Tech Giant Looks To Build On Retail Success - Apple  ( NASDAQ:AAPL ) ,0.163,0.837,0.0
2024-10-04 11:54:09,AAPL,What's Going On With Taiwan Semiconductor Stock On Friday? - Taiwan Semiconductor  ( NYSE:TSM ) ,0.0,1.0,0.0
2024-10-04 10:20:07,AAPL,Is Franklin U.S. Large Cap Multifactor Index ETF  ( FLQL )  a Strong ETF Right Now?,0.216,0.784,0.0
2024-10-04 10:20:05,AAPL,Is WisdomTree U.S. LargeCap Dividend ETF  ( DLN )  a Strong ETF Right Now?,0.248,0.752,0.0
2024-10-04 09:43:00,AAPL,"What's the Best ""Magnificent Seven"" Stock to Buy With the Fed Cutting Rates?",0.413,0.51,0.077
2024-10-04 09:15:00,AAPL,Why I Sold My Apple Stock,0.0,1.0,0.0
2024-10-04 03:43:30,AAPL,"YouTube Bug Bans Users And Removes Channels: Google's Video Streaming Service Says They Know About It - Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",0.0,1.0,0.0
2024-10-03 19:35:52,AAPL,"Why the Magnificent 7 Could Become a Pain Trade for Investors - Alibaba Gr Hldgs  ( NYSE:BABA ) , Baidu  ( NASDAQ:BIDU ) ",0.193,0.644,0.163
2024-10-03 15:39:26,AAPL,"Investors Suffering Cognitive Dissonance, Insane Demand For Nvidia Chips, Anxiety Builds About Israel And Iran - Apple  ( NASDAQ:AAPL ) ",0.0,0.591,0.409
2024-10-03 14:52:53,AAPL,"Market Clubhouse Morning Memo - October 2nd, 2024  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA )  - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ",0.0,1.0,0.0
2024-10-03 13:09:00,AAPL,Dell's Founder and CEO Unloads $1.2 Billion in Stock: Should Investors Worry?,0.0,0.791,0.209
2024-10-03 12:00:00,AAPL,Femtech Market to Witness 16.3% CAGR by 2031 | SkyQuest Technology,0.0,1.0,0.0
2024-10-03 10:20:07,AAPL,Should Invesco NASDAQ 100 ETF  ( QQQM )  Be on Your Investing Radar?,0.0,1.0,0.0
2024-10-03 10:20:05,AAPL,Should You Invest in the Invesco NASDAQ Internet ETF  ( PNQI ) ?,0.0,1.0,0.0
2024-10-03 09:15:00,AAPL,3 Stocks That Could Be Easy Wealth-Builders,0.367,0.633,0.0
2024-10-03 08:24:00,AAPL,Warren Buffett Is Selling Apple Stock and Buying This Magnificent Oil Stock Instead,0.245,0.755,0.0
2024-10-03 08:10:00,AAPL,Are These 2 Moves by Warren Buffett a Warning for Investors?,0.0,0.769,0.231
2024-10-03 07:58:48,AAPL,"Better Quality Or Higher Loyalty? Apple's iPhone Users Retain Their Devices Longer Than Those Buying Google's Pixel And Samsung's Galaxy Smartphones - Alphabet  ( NASDAQ:GOOG ) , Apple  ( NASDAQ:AAPL ) ",0.218,0.782,0.0
2024-10-03 07:37:05,AAPL,Tim Cook Offloads Over 220K Apple Shares Worth $50M - Apple  ( NASDAQ:AAPL ) ,0.313,0.687,0.0
2024-10-03 06:49:42,AAPL,"Apple Team Reportedly Visits Fire-Hit Vendor Facility In Tamil Nadu, Offers 'Counsel And Advice' To Tata - Apple  ( NASDAQ:AAPL ) ",0.0,1.0,0.0
2024-10-03 06:48:00,AAPL,The State of Autonomous Vehicle Development,0.0,1.0,0.0
2024-10-02 22:00:10,AAPL,Apple Analyst Signals 'Slower Start To The AI Cycle' As iPhone 16 Demand Softens - Apple  ( NASDAQ:AAPL ) ,0.0,0.909,0.091
2024-10-02 21:45:19,AAPL,Apple  ( AAPL )  Surpasses Market Returns: Some Facts Worth Knowing,0.192,0.808,0.0
2024-10-02 19:27:48,AAPL,"OpenAI Valuation Soars To $157B In Latest Funding Round - Microsoft  ( NASDAQ:MSFT ) , Apple  ( NASDAQ:AAPL ) ",0.0,1.0,0.0
2024-10-02 16:48:53,AAPL,"Apple's iPhone 16 Series Leads Growth, But High-End Model Preference Declines: Analyst - Apple  ( NASDAQ:AAPL ) ",0.122,0.878,0.0
2024-10-02 15:46:40,AAPL,"Opportunity In Missile Defense Stocks, Once In A Century Buying Stampede In Hong Kong - Apple  ( NASDAQ:AAPL ) ",0.225,0.628,0.147
2024-10-02 15:10:46,AAPL,"Market Clubhouse Morning Memo - October 2nd, 2024  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA )  - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ",0.0,1.0,0.0
2024-10-07 10:36:00,MSFT,"Zacks Industry Outlook MSCI, Cognizant, Tyler and Guidewire",0.0,1.0,0.0
2024-10-07 10:20:06,MSFT,Should You Invest in the Fidelity MSCI Information Technology Index ETF  ( FTEC ) ?,0.0,1.0,0.0
2024-10-07 10:20:06,MSFT,Should Schwab Fundamental U.S. Large Company ETF  ( FNDX )  Be on Your Investing Radar?,0.0,1.0,0.0
2024-10-07 09:12:00,MSFT,"Have $5,000? These 3 Stocks Could Be Bargain Buys for 2024 and Beyond",0.141,0.859,0.0
2024-10-07 09:00:00,MSFT,Prediction: Here's Where Nvidia Is Headed in 2025,0.0,1.0,0.0
2024-10-07 08:24:00,MSFT,Iterate.ai Partners with TD SYNNEX to Bring Advanced AI Solutions to Global Reseller Network - TD Synnex  ( NYSE:SNX ) ,0.198,0.802,0.0
2024-10-07 07:34:26,MSFT,"AWS CEO Matt Garman, Once An Intern, Says They Were Pioneering Generative AI At Amazon Long Before ChatGPT Sparked A Wave Of Excitement: 'It Became A Widely Accepted Thing' - Amazon.com  ( NASDAQ:AMZN ) ",0.212,0.788,0.0
2024-10-07 04:03:37,MSFT,"Schwab Trading Activity Falls In September Despite Market Strength: Nvidia, Palantir Among Most Sought-After Stocks But These 5 Fell Out Of Favor - SPDR S&P 500  ( ARCA:SPY ) ",0.125,0.811,0.064
2024-10-07 03:17:27,MSFT,"Chinese Hackers Breach AT&T, Verizon Networks In Major Wiretap Data Theft Putting US National Security At Risk: Report - Microsoft  ( NASDAQ:MSFT ) , Lumen Technologies  ( NYSE:LUMN ) ",0.094,0.824,0.082
2024-10-06 23:00:00,MSFT,MERP Systems Secures Contract with Washington State Gambling Commission to Modernize Business Applications,0.161,0.839,0.0
2024-10-06 21:59:59,MSFT,CMO Council Names Daniel Ng to New Role as Advisory Board President and Regional Relationship Officer in Asia,0.0,1.0,0.0
2024-10-06 18:30:00,MSFT,Where Will Lumen Technologies Stock Be in 1 Year?,0.0,1.0,0.0
2024-10-06 16:21:00,MSFT,Is CrowdStrike Stock Going to $324? 1 Wall Street Analyst Thinks So.,0.0,1.0,0.0
2024-10-06 14:23:00,MSFT,"After Microsoft's Landmark Deal With Constellation Energy, Could This Little-Known Stock Be the Next Big Opportunity in Nuclear Power?",0.279,0.721,0.0
2024-10-06 13:15:00,MSFT,3 Top Nuclear Power Stocks to Buy in October,0.205,0.795,0.0
2024-10-06 12:00:20,MSFT,"Consumer Tech News  ( Sept 30-Oct 4 ) : Latest Windows 11 Update Causing Trouble, Apple Accused Of Compelling Employees To Sign Illegal Agreements & More - Apple  ( NASDAQ:AAPL ) , Accenture  ( NYSE:ACN ) ",0.123,0.615,0.262
2024-10-06 11:38:00,MSFT,3 Soaring Stocks to Hold for the Next 20 Years,0.0,1.0,0.0
2024-10-06 11:15:00,MSFT,"Nvidia's CEO Says Demand for Its New Chips Is ""Insane."" Is It Time to Buy the Stock?",0.0,0.914,0.086
2024-10-06 10:23:00,MSFT,"Nvidia, Microsoft, SoftBank, and Cathie Wood's Ark Invest Are Betting Big on This AI Startup",0.0,1.0,0.0
2024-10-06 10:00:00,MSFT,"Prediction: These 2 Stocks Will Join Nvidia, Meta, Apple, Amazon, and Microsoft in the Trillion-Dollar Club by 2030",0.206,0.794,0.0
2024-10-06 09:40:00,MSFT,This 1 Simple ETF Could Turn $500 a Month Into $1 Million,0.0,1.0,0.0
2024-10-06 08:36:00,MSFT,"Got $1,000? This Supercharged Growth Stock Could Deliver a More Than 300% Return by 2034.",0.167,0.833,0.0
2024-10-05 20:45:00,MSFT,3 Top Utility Stocks to Buy in October,0.231,0.769,0.0
2024-10-05 19:30:15,MSFT,Here's Why Bill Gates Drops To Historic Low On Forbes 400 List,0.0,0.84,0.16
2024-10-05 17:45:29,MSFT,Microsoft Loses Critical Security Logs - Here's How It Could Impact You - Microsoft  ( NASDAQ:MSFT ) ,0.141,0.588,0.271
2024-10-05 13:35:00,MSFT,Think It's Too Late to Buy Cameco? Here's the Biggest Reason Why There's Still Time,0.0,1.0,0.0
2024-10-05 08:20:00,MSFT,"The Best Stocks to Invest $50,000 in Right Now",0.344,0.656,0.0
2024-10-05 07:50:00,MSFT,"The Best Artificial Intelligence  ( AI )  Stock in the S&P 500 to Buy Now, According to Wall Street  ( Hint: Not Nvidia ) ",0.289,0.711,0.0
2024-10-05 07:48:00,MSFT,3 Dividend Stocks That Are Screaming Buys in October,0.0,0.729,0.271
2024-10-04 22:37:49,MSFT,"From Australia's Start-Up Scene To San Francisco Tech Week: Three International Founders Will Present Knowz, A Game-Changing AI Platform Set To Change How Enterprises Access, Manage, And Secure Critical Information",0.076,0.852,0.073
2024-10-04 21:57:00,MSFT,Q4 Is The Best Quarter Of The Year For Stocks! Are You Ready?,0.389,0.611,0.0
2024-10-04 21:00:00,MSFT,Motorsport Games Considering Strategic Alternatives - Motorsport Games  ( NASDAQ:MSGM ) ,0.0,1.0,0.0
2024-10-04 20:24:37,MSFT,Bitcoin price recovery driven by growing US financial concerns,0.175,0.825,0.0
2024-10-04 19:14:00,MSFT,October Asset Allocation Guidelines,0.455,0.545,0.0
2024-10-04 19:10:00,MSFT,ZRS Chart of the Month,0.0,1.0,0.0
2024-10-04 19:07:00,MSFT,October Sell-Side and Buy-Side Consensus at a Glance,0.0,1.0,0.0
2024-10-04 19:06:00,MSFT,International: Update on Global Regions,0.0,1.0,0.0
2024-10-04 17:00:00,MSFT,What AI Fatigue? Tap ETFs on Renewed Momentum,0.0,0.778,0.222
2024-10-04 16:45:00,MSFT,Estate Planning Tips,0.0,1.0,0.0
2024-10-04 16:43:16,MSFT,Diablo 4: First Microsoft Game Confirmed To Be Enhanced For PS5 Pro - Microsoft  ( NASDAQ:MSFT ) ,0.0,1.0,0.0
2024-10-04 16:41:45,MSFT,Microsoft tells customers it lost log data for key security products,0.175,0.657,0.168
2024-10-04 16:05:54,MSFT,"AI Stocks Ripping, Barn Burner Jobs Report - Could Powell Be Wrong? - Apple  ( NASDAQ:AAPL ) ",0.0,0.795,0.205
2024-10-04 15:35:00,MSFT,Preliminary result of the subsequent offer period of Onni Bidco Oy's voluntary recommended public cash tender offer for all the shares in Innofactor Plc,0.154,0.846,0.0
2024-10-04 15:10:00,MSFT,GitLab Declines 13% in a Month: Does the Dip Make the Stock a Buy?,0.0,1.0,0.0
2024-10-04 15:00:56,MSFT,Competitor Analysis: Evaluating Advanced Micro Devices And Competitors In Semiconductors & Semiconductor Equipment Industry - Advanced Micro Devices  ( NASDAQ:AMD ) ,0.211,0.789,0.0
2024-10-04 14:52:54,MSFT,"Market Clubhouse Morning Memo - October 4th, 2024  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA )  - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) ",0.125,0.875,0.0
2024-10-04 14:26:00,MSFT,MongoDB Shares Down 38% Year to Date: Should Investors Buy the Dip?,0.167,0.833,0.0
2024-10-04 14:11:55,MSFT,Massive News for Nvidia Stock and Microsoft Stock Investors,0.0,1.0,0.0
2024-10-04 14:03:04,MSFT,Decoding Microsoft's Options Activity: What's the Big Picture? - Microsoft  ( NASDAQ:MSFT ) ,0.0,1.0,0.0
2024-10-04 13:30:00,MSFT,The Rise of Serverless Computing Market: A $44.7 billion Industry Dominated by Tech Giants - AWS  ( US )  and Microsoft  ( US ) | MarketsandMarketsâ„¢,0.0,1.0,0.0
2024-10-07 11:58:37,NVDA,Five Stocks to Watch Ahead of Third Quarter Earnings Season,0.0,1.0,0.0
2024-10-07 11:52:44,NVDA,Nvidia's GPU Sales at Risk As China Pushes Local AI Chips in Retaliation - NVIDIA  ( NASDAQ:NVDA ) ,0.0,0.87,0.13
2024-10-07 10:45:00,NVDA,Better Semiconductor Stock: Taiwan Semiconductor vs. Intel,0.326,0.674,0.0
2024-10-07 10:41:40,NVDA,"Why Nasdaq, S&P 500 Futures Are Sharply Lower On Monday - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) , SPDR S&P 500  ( ARCA:SPY ) ",0.147,0.756,0.098
2024-10-07 10:36:00,NVDA,"Zacks Industry Outlook MSCI, Cognizant, Tyler and Guidewire",0.0,1.0,0.0
2024-10-07 10:20:08,NVDA,Should You Invest in the iShares Semiconductor ETF  ( SOXX ) ?,0.0,1.0,0.0
2024-10-07 10:20:06,NVDA,Should You Invest in the Fidelity MSCI Information Technology Index ETF  ( FTEC ) ?,0.0,1.0,0.0
2024-10-07 09:20:00,NVDA,"Zacks Investment Ideas feature highlights: Taiwan, Netflix, Nvidia, Apple and Amazon",0.145,0.855,0.0
2024-10-07 09:12:00,NVDA,"Have $5,000? These 3 Stocks Could Be Bargain Buys for 2024 and Beyond",0.141,0.859,0.0
2024-10-07 09:06:00,NVDA,One of Wall Street's Cheapest Tech Stock-Split Stocks Is Ready to Take Center Stage This Week,0.143,0.857,0.0
2024-10-07 09:00:00,NVDA,Prediction: Here's Where Nvidia Is Headed in 2025,0.0,1.0,0.0
2024-10-07 08:17:00,NVDA,AppLovin and Darling Ingredients have been highlighted as Zacks Bull and Bear of the Day,0.213,0.787,0.0
2024-10-07 08:15:00,NVDA,Prediction: Here's Where Super Micro Computer Is Headed in 2025,0.302,0.698,0.0
2024-10-07 08:00:00,NVDA,Bull of the Day: AppLovin Corporation  ( APP ) ,0.0,1.0,0.0
2024-10-07 07:49:00,NVDA,The S&P 500 Just Did Something for the 1st Time This Century. History Says the Stock Market Will Do This Next.,0.0,1.0,0.0
2024-10-07 07:34:26,NVDA,"AWS CEO Matt Garman, Once An Intern, Says They Were Pioneering Generative AI At Amazon Long Before ChatGPT Sparked A Wave Of Excitement: 'It Became A Widely Accepted Thing' - Amazon.com  ( NASDAQ:AMZN ) ",0.212,0.788,0.0
2024-10-07 01:00:17,NVDA,Tech war: China advocates use of local AI chips over those from Nvidia,0.0,0.755,0.245
2024-10-06 23:00:00,NVDA,Could Chipotle Help You Become a Millionaire?,0.351,0.649,0.0
2024-10-06 14:37:00,NVDA,This Artificial Intelligence  ( AI )  Stock Has Exploded in 2024. Is It Still Time to Buy?,0.181,0.819,0.0
2024-10-06 14:00:00,NVDA,"Is This Company an ""Nvidia Killer?"" What to Know About Cerebras' IPO",0.0,1.0,0.0
2024-10-06 13:30:00,NVDA,Will Broadcom Be a Trillion-Dollar Stock by 2025?,0.0,1.0,0.0
2024-10-06 13:00:30,NVDA,"Nvidia's Blackwell GPU, Musk's OpenAI Accusations, Tesla's Robotaxi Event, And More: This Week In AI - Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",0.0,0.887,0.113
2024-10-06 12:15:00,NVDA,This SpaceX Competitor Has Soared 120% in the Past Year: Should You Buy the Stock Today?,0.0,1.0,0.0
2024-10-06 12:00:20,NVDA,"Consumer Tech News  ( Sept 30-Oct 4 ) : Latest Windows 11 Update Causing Trouble, Apple Accused Of Compelling Employees To Sign Illegal Agreements & More - Apple  ( NASDAQ:AAPL ) , Accenture  ( NYSE:ACN ) ",0.123,0.615,0.262
2024-10-06 11:15:00,NVDA,"Nvidia's CEO Says Demand for Its New Chips Is ""Insane."" Is It Time to Buy the Stock?",0.0,0.914,0.086
2024-10-06 11:00:00,NVDA,Prediction: 2 Stocks That Will Be Worth More Than Nvidia 5 Years From Now,0.147,0.853,0.0
2024-10-06 10:30:00,NVDA,Will Oracle Be a Trillion-Dollar Stock by 2029?,0.0,1.0,0.0
2024-10-06 10:30:00,NVDA,This Could Be the Next Big Artificial Intelligence  ( AI )  Stock Split. Here's Why You Should Buy It Before It Happens.,0.14,0.86,0.0
2024-10-06 10:23:00,NVDA,"Nvidia, Microsoft, SoftBank, and Cathie Wood's Ark Invest Are Betting Big on This AI Startup",0.0,1.0,0.0
